,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,pre 2014 reviews,post 2014 reviews,percent change
371,780224,♥ of Downtown w/free parking! Sleep 6 in 4 beds!♥,974631,Austin,,78701,30.26605,-97.74131,Entire home/apt,195,1,137,6/10/2019,1.72,11,67,8,129,15.125
372,781716,Atomic Ranch in Nucleus of S Austin,880571,Angel,,78704,30.24408,-97.76197,Entire home/apt,125,2,337,5/2/2019,4.24,10,299,138,199,0.442028986
373,783943,Private Room/5 miles from DT,2374829,John,,78741,30.22564,-97.69151,Private room,60,2,20,8/22/2015,0.25,5,365,13,7,-0.461538462
374,785270,"The Darlington Arms, Central Austin",513142,Madge,,78723,30.29087,-97.7017,Entire home/apt,85,2,119,7/16/2018,1.47,1,0,17,102,5
375,785963,Bouldin Cottage,4143759,Katy & Rick,,78704,30.24778,-97.76287,Entire home/apt,100,2,56,7/7/2019,0.86,1,358,1,55,54
377,799135,2br condo great S. Austin location!,2227467,Agnies,,78704,30.23401,-97.76499,Entire home/apt,99,20,3,2/28/2016,0.04,1,7,1,2,1
378,801521,Fantastic SOCO Studio,4218754,Jana,,78704,30.23307,-97.76086,Entire home/apt,120,2,82,7/11/2019,1.05,2,309,2,80,39
380,813709,Cozy Bright Hyde Park Guest House,578211,Pete,,78751,30.30212,-97.72901,Entire home/apt,97,5,43,5/28/2019,0.55,9,303,10,33,2.3
381,814908,Sprawling Home with Pool and Hot Tub near Downtown Austin,2762526,Moya,,78704,30.25243,-97.77387,Entire home/apt,1300,3,58,7/8/2019,0.72,1,296,22,36,0.636363636
383,820139,"Walk to UT, downtown! Cozy bed/bath",4307740,Nancy,,78722,30.28557,-97.72051,Private room,58,2,149,6/23/2019,1.93,1,149,13,136,9.461538462
384,825940,Quiet central Austin room with bath,3922483,Max,,78704,30.24015,-97.77633,Private room,58,2,31,3/11/2019,0.4,1,6,15,16,0.066666667
387,842382,Modern Urban Retreat across from the Convention Center,1732819,Jared,,78701,30.26392,-97.74009,Entire home/apt,349,2,65,7/4/2019,0.99,1,305,11,54,3.909090909
388,846780,deco chic 2/1 cottage - zilker/sola,4421865,Tina,,78704,30.25262,-97.77083,Entire home/apt,145,2,161,5/29/2019,2.05,1,288,45,116,1.577777778
389,850518,Prime east-side location,3354999,Mollie,,78702,30.26348,-97.7202,Entire home/apt,150,2,68,7/10/2019,0.88,1,50,6,62,9.333333333
390,860402,Austin Downtown Urban Oasis - 2 br 1 1/2 bath,4506424,Abby,,78701,30.27092,-97.74683,Entire home/apt,100,30,4,1/28/2019,0.06,1,187,1,3,2
391,860792,Cool Zip 78704 Zilker Bungalow,4432914,Janine,,78704,30.26083,-97.76213,Entire home/apt,650,2,29,3/13/2019,0.38,1,333,11,18,0.636363636
392,864954,♥ of Downtown/Free Parking/Sleeps 10 in 9 beds!♥♥,974631,Austin,,78701,30.26607,-97.74292,Entire home/apt,395,1,129,5/19/2019,1.65,11,67,14,115,7.214285714
393,867123,"Eastside Pad with Garage, Bikes & Ping Pong!",3468228,Jules & Lance,,78702,30.25093,-97.72231,Entire home/apt,100,2,51,4/13/2019,0.66,2,179,11,40,2.636363636
395,868560,Cozy East Side cottage,4555015,Francis,,78702,30.25548,-97.7317,Entire home/apt,375,2,6,3/14/2019,0.08,1,364,3,3,0
396,878464,SXSW Haven: Bungalow in the Heart of East Austin,4160337,Amenity,,78702,30.27651,-97.71919,Entire home/apt,500,2,3,3/14/2019,0.04,1,0,1,2,1
397,879070,Harmony House (1 room w/ 2 beds) Central Austin,582827,Troy,,78731,30.32056,-97.7495,Private room,59,2,151,7/8/2019,1.96,2,177,37,114,2.081081081
398,882057,Bouldin luxury walk to everything,4666615,Christy,,78704,30.25714,-97.7569,Entire home/apt,620,2,24,3/13/2018,0.31,1,10,18,6,-0.666666667
399,883802,"Urban Homestead, 5 minutes to downtown",880571,Angel,,78702,30.27204,-97.72384,Private room,75,2,265,6/18/2019,3.39,10,332,56,209,2.732142857
401,887228,Charming 3/2 near Downtown & SXSW Festival,4703319,Marc,,78704,30.25051,-97.77129,Entire home/apt,525,2,2,10/11/2016,0.03,1,192,1,1,0
402,890163,Modern Crash Pad on Holly St.,4725234,Roman & Andrea,,78702,30.25326,-97.72617,Entire home/apt,159,2,102,7/4/2019,1.79,2,56,2,100,49
403,890188,Luxury Home in 78704 (Zilker),14156,Amy,,78704,30.2601,-97.76518,Entire home/apt,1800,3,3,3/11/2019,0.05,2,180,2,1,-0.5
404,890680,Lovely 3/2 House in Barton Hills,3757314,Kathy,,78704,30.25266,-97.78441,Entire home/apt,495,2,4,5/21/2017,0.05,1,361,1,3,2
405,892124,Modern S. Austin Garage Apartment,4740421,Dan & Erin,,78704,30.24617,-97.76967,Entire home/apt,119,2,126,6/16/2019,1.63,1,331,24,102,3.25
407,894743,Tucked Away SoCo Treehouse - 78704,3539325,Garret,,78704,30.23429,-97.75383,Entire home/apt,109,30,45,4/10/2019,0.58,3,342,3,42,13
408,895352,East Austin House SXSW,3701946,Kristin,,78702,30.28087,-97.70546,Entire home/apt,600,3,6,3/14/2018,0.08,1,0,2,4,1
409,899946,Private Cottage close to Downtown,4804726,Ariel,,78702,30.26648,-97.71475,Entire home/apt,165,2,26,5/27/2018,0.34,1,0,11,15,0.363636364
410,900372,Austin Gem -Downtown House -Perfect for SXSW !,423474,Crystal,,78741,30.24334,-97.73184,Private room,300,2,3,3/15/2016,0.05,1,364,1,2,1
412,904197,1 mile to downtown-Huge Eco-House,4835562,Paula,,78702,30.25383,-97.72425,Entire home/apt,450,2,4,3/18/2017,0.06,1,180,2,2,0
413,904354,Rare Wild West-style compound nr DT,1772568,David,,78702,30.26069,-97.72331,Entire home/apt,650,2,163,6/23/2019,2.12,1,302,41,122,1.975609756
414,905360,CENTRAL & CHARMING  ~ 3 Bedr ~ Sapphire House ~,1163788,Olivia,,78702,30.27961,-97.71591,Entire home/apt,179,3,157,7/7/2019,2.04,6,244,27,130,3.814814815
415,908424,"Big House in SoCo - Perfect for SXSW, ACL, F1!",4868171,Bill,,78704,30.24684,-97.7446,Entire home/apt,495,3,9,5/28/2018,0.14,1,223,1,8,7
416,909000,Modern 3/2-Near Zilker Park (SXSW Rental),3364679,Russ,,78704,30.25353,-97.79133,Entire home/apt,520,4,4,3/15/2017,0.06,1,365,1,3,2
417,910250,"""5 min's from everything Austin...""",4882441,Valentina,,78704,30.2612,-97.76586,Entire home/apt,115,3,33,3/12/2019,0.43,2,285,2,31,14.5
418,910696,Mid-Century Modern w/ spacious yard,4885519,Meredith,,78704,30.24619,-97.73733,Entire home/apt,350,4,8,10/10/2016,0.1,1,0,5,3,-0.4
419,911955,Zilker House Comfortable Walkable 1930s Home,4893298,Mary,,78704,30.25163,-97.76862,Entire home/apt,155,2,273,6/27/2019,3.51,4,298,47,226,3.808510638
420,912847,"Recharge in a Modern, Two-Story Condominium in the Heart of Downtown",4899051,Chad,,78701,30.2646,-97.74006,Entire home/apt,699,2,184,7/10/2019,2.83,1,0,7,177,24.28571429
421,915082,SoCo: Ultra-Modern 2 bed 2 bath privacy & location,4912146,Deacon,,78704,30.23855,-97.75454,Entire home/apt,135,2,82,6/21/2019,1.07,6,160,10,72,6.2
422,915150,Eastside Zenpalace,4912454,Ishrat,,78702,30.2672,-97.71609,Entire home/apt,300,2,9,7/5/2019,0.12,2,203,5,4,-0.2
424,917932,The Railyard Oasis Located Downtown,4929310,Ryan,,78701,30.26595,-97.74144,Entire home/apt,349,1,188,6/24/2019,2.42,25,270,42,146,2.476190476
425,917990,Bouldin Cottage walk to Downtown,531267,Shelley,,78704,30.25618,-97.75623,Entire home/apt,120,10,4,11/2/2015,0.05,2,315,3,1,-0.666666667
426,918204,Heart of Austin /Downtown SOLA  3/1,4094761,Laura,,78704,30.2358,-97.77793,Entire home/apt,129,2,206,7/7/2019,3.17,2,318,28,178,5.357142857
427,919389,"In the heart of Holly, near the lake",2061620,Cecilia,,78702,30.25222,-97.71364,Entire home/apt,185,2,47,6/30/2019,0.61,2,0,3,44,13.66666667
430,921018,Handcrafted Home / East Downtown,2176883,Raina & Aaron,,78702,30.26746,-97.73127,Entire home/apt,575,2,6,3/12/2019,0.08,1,20,2,4,1
431,923150,Crestview Modern,3521167,Ann,,78757,30.34779,-97.72614,Entire home/apt,225,2,6,5/18/2019,0.08,1,364,1,5,4
432,925342,UT Football/SXSW/ACL/F-1/Bass Hall,1890605,Carlton,,78705,30.28843,-97.7315,Entire home/apt,175,3,10,3/19/2019,0.15,2,365,2,8,3
434,926034,The Lake House on Lake Austin,412711,Niles,,78746,30.34527,-97.79186,Entire home/apt,950,2,49,6/30/2019,0.69,1,126,14,35,1.5
435,926804,Remodeled Mid-Century DownTown Gem,4980115,Matthew,,78741,30.23988,-97.7335,Entire home/apt,855,3,4,3/18/2015,0.05,1,365,2,2,0
436,927419,Pee-Wee's Playhouse,4990349,Haley,,78704,30.24805,-97.75869,Entire home/apt,615,2,8,5/26/2019,0.12,1,365,1,7,6
437,927670,"Casual, Eclectic and Convenient",4992179,Lenore,,78704,30.23972,-97.76318,Private room,62,28,32,3/17/2019,0.41,1,233,14,18,0.285714286
438,929758,"Luxury Condo, City Skyline, SXSW",3758683,Ken,,78702,30.25481,-97.7356,Entire home/apt,250,4,20,8/7/2018,0.26,1,156,2,18,8
440,929974,Cozy Artist Condo in the Heart of South Lamar,5008436,Susie,,78704,30.23421,-97.78471,Private room,70,2,6,5/27/2019,0.08,1,357,1,5,4
441,931667,Quiet and Convenient for SXSW ,3084105,Terry,,78704,30.24605,-97.74351,Entire home/apt,300,2,6,3/22/2015,0.08,1,363,5,1,-0.8
442,932231,Central Austin Luxury Guest House,1335409,Eric,,78703,30.27914,-97.75668,Entire home/apt,190,2,46,4/14/2019,0.6,2,247,3,43,13.33333333
443,933868,Full house near South Congress!,1977547,Katherine,,78704,30.24494,-97.74004,Entire home/apt,350,30,5,5/26/2018,0.07,1,313,2,3,0.5
444,934074,Chic Hyde Park Casita,5037631,Mark & Monica,,78751,30.30295,-97.72932,Entire home/apt,155,2,89,5/26/2019,1.15,1,356,46,43,-0.065217391
445,934471,Big bright room in Old West Austin/Clarksville,5041228,Andrea,,78701,30.27494,-97.75043,Private room,148,2,3,3/13/2017,0.04,1,0,2,1,-0.5
447,936349,"Near Apple, Dell, ebay w/breakfast",2121044,J,,78729,30.45617,-97.75695,Private room,75,2,41,9/4/2017,0.53,2,363,25,16,-0.36
448,936496,EZ Camping = SxSAustin3,1568741,Jim O',,78745,30.20821,-97.77038,Entire home/apt,14,2,13,3/26/2019,0.17,13,364,3,10,2.333333333
449,937157,"Monthly 3BR Condo with King size bed, Garage, W/D",5059228,Haley And Raul,,78741,30.24315,-97.73452,Entire home/apt,207,29,83,4/29/2019,1.08,1,331,4,79,18.75
450,937801,Perfect Condo in Heart of Austin!,5061930,Jill,,78704,30.23592,-97.78528,Entire home/apt,150,1,46,6/19/2019,0.6,1,357,9,37,3.111111111
451,938175,Lovely Mid-Century Home!,5066632,Clarisse And Julia,,78721,30.27298,-97.68791,Entire home/apt,150,4,22,11/5/2018,0.32,1,253,1,21,20
452,942333,Small Private Room E in stuite Bath,1348968,Sailing,,78704,30.24457,-97.75322,Private room,81,1,105,4/28/2019,1.36,7,363,17,88,4.176470588
453,942357,Crash Camping SXSW Downtown/East Side,1246229,Elizabeth,,78702,30.25389,-97.72557,Entire home/apt,65,1,8,3/17/2018,0.1,4,0,1,7,6
454,942734,Clarksville Guest House - Downtown,3536176,David,,78703,30.27886,-97.75973,Entire home/apt,500,1,7,3/14/2019,0.09,1,365,4,3,-0.25
455,942883,UT Downtown Birdnest Pristine Condo w/VIEWS,1343838,Lupe,,78705,30.29943,-97.73549,Entire home/apt,95,2,164,7/6/2019,2.32,1,150,42,122,1.904761905
456,942976,East Austin - UT Area Entire Home,5100685,Colleen,,78722,30.29399,-97.71746,Entire home/apt,195,2,30,2/18/2018,0.39,3,40,8,22,1.75
457,943528,"Downtwn: Convention Ctr, SXSW, Free Parking",5104710,Mark,,78701,30.26609,-97.74175,Entire home/apt,200,1,421,6/9/2019,5.46,1,59,89,332,2.730337079
458,945803,EZ Camping is in SxSAustin!5,1568741,Jim O',,78745,30.2095,-97.76914,Entire home/apt,14,2,66,5/28/2019,0.86,13,365,8,58,6.25
459,945830,Artist Retreat in Hip East Austin,601159,Mychal,,78722,30.29115,-97.71075,Entire home/apt,234,3,16,3/16/2019,0.21,1,104,6,10,0.666666667
460,947412,South Austin Charmer 10mins dwntwn,4437388,Stacey,,78745,30.20038,-97.79538,Entire home/apt,125,3,31,6/7/2019,0.48,8,210,4,27,5.75
462,947863,"ACL / F1 / SXSW , 5 min to downtown",417287,Tracey,,78704,30.24843,-97.78449,Private room,95,1,16,10/15/2018,0.25,1,352,4,12,2
464,949054,♥of Downtown w/free parking! Sleeps 8 in 7 beds!♥♥,974631,Austin,,78701,30.26663,-97.74131,Entire home/apt,499,1,138,6/6/2019,1.83,11,77,7,131,17.71428571
465,949685,"Heart of Soco, Nestled in Treetops",1164019,Justin,,78704,30.24668,-97.74812,Private room,129,2,174,7/7/2019,2.26,1,314,16,158,8.875
466,949922,"Vintage Airstream in East Austin, Texas",5152543,Marcella,,78723,30.2994,-97.67747,Entire home/apt,60,1,700,6/26/2019,9.02,2,297,190,510,1.684210526
467,951272,Downtown Austin Texas Condo,1648173,Kristen,,78701,30.28086,-97.74529,Entire home/apt,107,1,647,6/27/2019,8.37,2,281,172,475,1.761627907
468,953608,Nice house in great south neighborh,408347,Patricia,,78748,30.15948,-97.84542,Entire home/apt,150,5,4,3/23/2016,0.06,1,364,2,2,0
469,954116,Tiny House- Best central location!,5181843,Amy,,78704,30.24366,-97.73849,Entire home/apt,148,2,194,5/27/2019,2.52,1,125,71,123,0.732394366
470,955612,Downtown Entertainment Spacious Private Backyard,5192335,Chloe,,78741,30.21901,-97.72916,Entire home/apt,195,2,115,7/7/2019,1.74,1,342,15,100,5.666666667
473,958172,An Artist’s  Downtown Paradise....,3828170,Donna,,78702,30.25461,-97.7218,Entire home/apt,75,3,214,7/6/2019,2.78,2,15,4,210,51.5
475,958210,"East Austin Upstairs, 3 BR Near Downtown/Lake",2852262,Kate,,78702,30.2523,-97.72553,Entire home/apt,225,2,145,6/30/2019,1.88,1,140,42,103,1.452380952
476,959555,Elegant Casual Escape in the Oaks,5221908,Donna And Tom,,78704,30.26344,-97.7645,Private room,90,2,172,7/7/2019,2.46,2,358,30,142,3.733333333
477,959630,"Modern, Spacious Zilker apartment",5215945,John And Melissa,,78704,30.25447,-97.76803,Entire home/apt,150,3,143,5/26/2019,1.89,1,299,40,103,1.575
478,960315,Beautiful 5 room hardwood home!,4717260,Tony,,78752,30.32493,-97.71633,Entire home/apt,241,2,126,6/16/2019,1.66,2,341,19,107,4.631578947
480,960435,The Fleur de Lis Room,5229039,Carol,,78736,30.23469,-97.89949,Private room,75,2,4,10/3/2015,0.06,1,0,1,3,2
481,961883,Historical Loft with Capitol View!!,3389824,Raquel + Jacob,,78701,30.26993,-97.74358,Entire home/apt,145,1,328,7/7/2019,4.38,3,97,56,272,3.857142857
482,962639,"1/1 Bungalow close to SXSW, ACL UT,Downtown,",5244823,Ruth,,78751,30.31126,-97.72177,Entire home/apt,120,2,52,5/26/2019,0.72,2,166,15,37,1.466666667
485,964847,Walk to ACL -1 mile to Springs!,5260619,Diana,,78746,30.25821,-97.79283,Entire home/apt,129,4,47,5/27/2019,0.62,1,213,14,33,1.357142857
486,966284,Downtown Luxury with Stunning Views,5259596,Mike,,78703,30.26802,-97.75447,Entire home/apt,163,150,28,10/11/2016,0.48,1,345,10,18,0.8
488,968760,Camp EZ in SxSAustin7,1568741,Jim O',,78745,30.20869,-97.77054,Entire home/apt,14,3,15,1/10/2019,0.19,13,364,1,14,13
489,968817,CampEZ in SxSAustin8,1568741,Jim O',,78745,30.21003,-97.7694,Entire home/apt,14,3,12,3/11/2019,0.16,13,365,3,9,2
490,968844,East side Hot House - Walk to Downtown & Rainey St,5289039,Christina,,78702,30.25107,-97.72451,Entire home/apt,174,4,12,6/10/2019,0.18,1,145,2,10,4
491,968883,The Forest Retreat,169512,Charlotte,,78704,30.24645,-97.73831,Entire home/apt,145,2,28,7/7/2019,0.49,3,229,2,26,12
492,969565,"Central, light, bright Cottage",5225616,Baylor,,78703,30.27304,-97.7534,Entire home/apt,150,4,21,5/13/2019,0.31,4,359,9,12,0.333333333
493,971055,"Cozy Quiet StudioApt, Super Close to UT",4349514,Alex,,78705,30.29468,-97.73941,Entire home/apt,70,2,58,12/7/2018,0.88,1,193,13,45,2.461538462
494,973313,Downtown Garage Studio,274880,Craig,,78741,30.24095,-97.73029,Entire home/apt,85,4,96,6/20/2019,1.25,1,57,3,93,30
495,973664,Charming 3/2 in the Heart of Austin,5323769,Kendel,,78704,30.24415,-97.74386,Entire home/apt,116,30,5,4/8/2019,0.06,1,288,1,4,3
496,975093,Room + Bath - SoCo / Near DOWNTOWN,266202,Arif,,78704,30.24423,-97.74777,Private room,85,3,35,5/31/2019,0.49,1,356,12,23,0.916666667
497,977492,Private Studio in Modern Crash Pad,4725234,Roman & Andrea,,78702,30.25212,-97.72379,Entire home/apt,97,2,339,7/8/2019,4.4,2,45,63,276,3.380952381
499,980203,Modern House on East 8th St.,1689329,Eric,,78702,30.26278,-97.71601,Entire home/apt,275,3,52,6/9/2019,0.68,1,17,1,51,50
500,980424,"4 blocks to E6th! Add 2nd Unit Option, 6 to 9 beds",5367671,Jeremy,,78702,30.25808,-97.72577,Entire home/apt,576,2,116,6/30/2019,1.79,3,165,2,114,56
501,983864,♥ of Downtown/Free Parking/Sleep 8 in 5 beds!♥,974631,Austin,,78701,30.26513,-97.74246,Entire home/apt,499,1,98,5/8/2019,1.3,11,78,6,92,14.33333333
502,985426,Casa de Desai East Austin Private Bedroom,1726785,Sid,,78702,30.27468,-97.70331,Private room,40,30,14,6/22/2019,0.18,2,235,8,6,-0.25
503,987113,"Modern Townhome, Heart of SoLa, Room A",4666240,Douglas,,78704,30.24604,-97.77,Private room,49,2,146,7/8/2019,1.93,2,52,13,133,9.230769231
505,987954,Downtown Austin Bungalow,2954313,Laura,,78702,30.26461,-97.72974,Entire home/apt,392,2,80,7/8/2019,1.07,1,299,4,76,18
506,988173,"Small, clean Casita in SxSAustin",1568741,Jim O',,78745,30.20867,-97.77081,Entire home/apt,60,2,4,3/14/2019,0.06,13,365,1,3,2
507,992903,Edhellond - Large Room in Downtown-East Austin,5438095,Mathew,,78702,30.26305,-97.70771,Private room,55,1,81,6/9/2019,1.1,3,314,10,71,6.1
508,996332,Carbon Neutral Oasis in Austin,5473957,Susanna,,78704,30.24967,-97.75594,Private room,95,2,183,6/16/2019,2.82,1,248,21,162,6.714285714
509,996478,Casa Feliz de Kim Artisan Abode,3586839,Kim,,78702,30.27367,-97.71954,Entire home/apt,300,2,12,3/16/2017,0.17,1,19,9,3,-0.666666667
510,999823,Fantastic Apartment - Right in the Heart of SoCo,6386445,Nan,,78704,30.24802,-97.75141,Entire home/apt,110,2,236,6/27/2019,3.8,3,127,23,213,8.260869565
512,1001673,The Extra Blue Room N. Lamar,5509090,Ben,,78758,30.35706,-97.70851,Private room,55,2,21,3/17/2019,0.32,1,88,3,18,5
513,1007322,The 78701 - 2BR Downtown/ConvCenter,5540919,Jiri,,78701,30.26515,-97.74001,Entire home/apt,249,2,125,5/29/2019,1.91,1,73,11,114,9.363636364
514,1008703,South Central Austin House w/ High-Speed Internet!,639718,A.,,78745,30.2108,-97.81143,Entire home/apt,69,30,13,11/7/2018,0.17,1,279,2,11,4.5
515,1009806,♥Stay in the ♥ of Downtown w/free parking!♥♥,5555499,David,,78701,30.26578,-97.74079,Entire home/apt,149,1,83,6/23/2019,1.1,1,79,9,74,7.222222222
516,1013523,The Downtowner-ATX 3BR/2BA +Parking,4437388,Stacey,,78701,30.26609,-97.74282,Entire home/apt,250,3,155,6/30/2019,2.37,8,59,26,129,3.961538462
517,1021139,Backyard Cottage in Central Austin,5620519,Steve,,78722,30.29087,-97.71895,Entire home/apt,90,1,819,7/9/2019,10.81,1,286,146,673,3.609589041
518,1024597,Blue Room Downtown Mansion,5641001,Blair,,78701,30.27045,-97.74747,Private room,137,3,79,5/28/2019,1.03,1,312,27,52,0.925925926
519,1024819,Tiny Zen Cabin in Heart of Austin,4635658,Tracy,,78705,30.30107,-97.74039,Entire home/apt,52,1,534,6/25/2019,7,1,91,99,435,3.393939394
522,1046422,Licensed Downtown 2bed/2bath! WalkScore99+Parking!,5761073,Vannak And Veronica (V2),,78701,30.26513,-97.74144,Entire home/apt,205,2,91,6/9/2019,1.22,2,122,17,74,3.352941176
523,1048859,Lofty Central Austin Condo,5775128,Derek,,78741,30.22493,-97.74014,Entire home/apt,76,2,139,6/24/2019,2.14,1,45,16,123,6.6875
525,1059128,"Spacious 3/2 House, 10min to Dwntwn",422589,John,,78752,30.32896,-97.68712,Entire home/apt,178,2,117,6/30/2019,1.65,1,242,8,109,12.625
526,1074064,Private room in a House North West Austin,2201286,Harshan,,78717,30.48869,-97.77277,Private room,35,5,7,3/18/2019,0.12,2,345,1,6,5
527,1079379,Private Bed&Bath w/Balcony-Pets OK,5894556,Victoria,,78704,30.24263,-97.77153,Private room,67,30,66,10/15/2017,0.94,1,167,15,51,2.4
528,1080704,Downtown Austin Condo,1648173,Kristen,,78701,30.28,-97.74403,Entire home/apt,107,1,569,7/9/2019,7.51,2,133,122,447,2.663934426
529,1080879,"Modern Townhome, Heart of SoLa, Room B",4666240,Douglas,,78704,30.24573,-97.77192,Private room,49,2,109,6/20/2019,1.44,2,28,26,83,2.192307692
530,1109489,Immaculate suite 10 minutes to downtown Austin,6090278,Tim,,78723,30.30537,-97.69642,Private room,65,1,189,7/7/2019,2.52,2,152,60,129,1.15
531,1117880,"Spacious, Contemporary, Comfy Home",5920345,Anique,,78748,30.15597,-97.80339,Entire home/apt,209,2,61,5/26/2019,0.89,1,310,10,51,4.1
533,1126920,Welcoming Austin Home with Tons of Outdoor Space,6182474,Ashley,,78704,30.24345,-97.75602,Entire home/apt,575,2,175,7/7/2019,2.46,2,313,25,150,5
534,1135629,"Off the Market, Unavilable.",6229799,Yoav,,78702,30.25948,-97.73205,Entire home/apt,400,3,4,3/15/2017,0.06,1,0,1,3,2
535,1148536,Quirky East Austin Townhome Steps From Rainey Street,802614,Amit,,78702,30.2557,-97.73613,Entire home/apt,250,2,190,7/7/2019,2.57,4,312,36,154,3.277777778
536,1157268,The Convention Center's Grand Loft,4929310,Ryan,,78701,30.26428,-97.7399,Entire home/apt,349,1,126,6/9/2019,1.75,25,283,29,97,2.344827586
537,1157317,The Cosmo at the Convention Center,4929310,Ryan,,78701,30.26432,-97.74107,Entire home/apt,575,1,129,6/16/2019,1.87,25,299,17,112,5.588235294
538,1162922,Downtown Poolside Getaway On 4th St,4929310,Ryan,,78701,30.26592,-97.74216,Entire home/apt,179,1,131,6/6/2019,1.8,25,290,25,106,3.24
540,1182544,"Designer ""Treehouse"" Retreat",6469089,Jeff,,78731,30.32733,-97.75976,Entire home/apt,105,28,138,4/20/2019,1.94,1,176,23,115,4
541,1195493,Lovely ensuite in East downtown Austin!,1927941,Nicky,,78702,30.2767,-97.71876,Private room,53,3,137,6/10/2019,2.24,1,36,8,129,15.125
542,1206474,Upscale Minutes From Downtown/UT,6590859,Susan,,78722,30.29266,-97.71242,Private room,100,1,94,7/7/2019,1.31,1,333,23,71,2.086956522
543,1213690,Enjoy Live Music & BBQ from an East Downtown Bungalow,2436512,Crystal,,78702,30.25869,-97.72265,Entire home/apt,200,1,393,7/6/2019,5.37,8,308,74,319,3.310810811
544,1221209,The Shire - Small Bedroom -East Downtown Austin,5438095,Mathew,,78702,30.26087,-97.70686,Private room,40,1,110,3/14/2019,1.57,3,0,11,99,8
545,1232107,Eclectic Austin Cottage,6412093,Paige And Ron,,78734,30.38039,-97.96191,Entire home/apt,229,2,62,6/6/2019,0.86,2,339,2,60,29
546,1236371,Zilker Barn a Central Austin Retreat,4893298,Mary,,78704,30.25096,-97.76978,Entire home/apt,297,2,120,6/30/2019,1.7,4,206,14,106,6.571428571
547,1242559,Harmony House - Central Austin,582827,Troy,,78756,30.32085,-97.74909,Entire home/apt,139,30,9,10/9/2017,0.12,2,171,4,5,0.25
548,1248702,Private Above Garage Apt in Central Austin!,5446383,Chris,,78756,30.31499,-97.73979,Entire home/apt,98,2,236,6/10/2019,3.27,1,249,54,182,2.37037037
549,1255816,Trendy Travis Heights Flat,427519,Anne,,78704,30.24304,-97.74149,Entire home/apt,111,1,389,7/7/2019,5.31,1,327,80,309,2.8625
551,1267100,Spacious Family Vacation Compound in Zilker with Two Houses,4893298,Mary,,78704,30.2504,-97.76793,Entire home/apt,795,3,29,6/9/2019,0.45,4,186,3,26,7.666666667
552,1278532,Modern Cottage Close to Bars and Live Music,2436512,Crystal,,78702,30.2557,-97.72447,Entire home/apt,80,1,495,6/27/2019,6.83,8,282,89,406,3.561797753
553,1283113,HEART OF AUSTIN - 6th Street Home,5722891,Top Trip Rentals,,78701,30.26645,-97.73816,Entire home/apt,1095,1,47,5/20/2019,0.79,1,225,1,46,45
554,1287283,Hill Country 3BR Villa with Grand Views,7000890,TurnKey Vacation Rentals,,78731,30.37432,-97.77602,Entire home/apt,428,2,71,6/21/2019,0.98,1,326,9,62,5.888888889
557,1305257,Comfy Private Guest Room,7096463,Robin And Mike,,78704,30.24501,-97.76073,Private room,89,1,162,7/7/2019,2.48,2,305,10,152,14.2
558,1305261,South Austin Cool and Comfy Home,7096463,Robin And Mike,,78704,30.24676,-97.76142,Entire home/apt,399,3,10,3/17/2019,0.17,2,222,1,9,8
559,1317291,SunnyPrivate Spacious Flat wParking,1742462,Jacob,,78702,30.25279,-97.71782,Entire home/apt,59,30,137,4/1/2017,1.91,1,0,61,76,0.245901639
560,1327668,Spacious  Sunny Garden Oasis,739362,Barbara,,78757,30.33855,-97.74428,Private room,69,2,189,1/15/2019,2.65,6,0,81,108,0.333333333
561,1342654,The Best of Austin Right Outside of Your Door.,7281438,Lawrence,,78704,30.26035,-97.75322,Entire home/apt,119,2,129,7/1/2019,1.85,2,265,5,124,23.8
564,1347317,"WOW Nirvana - Hot Tub, Bars, Sound System, Brewery",1739801,Terry,,78702,30.2599,-97.71482,Entire home/apt,889,1,172,6/30/2019,2.41,28,318,29,143,3.931034483
565,1348670,"Private room in cozy house, minutes from downtown",1260181,Kelly,,78745,30.22155,-97.78815,Private room,60,2,23,5/22/2019,0.32,2,331,11,12,0.090909091
566,1349780,"4BR Hill Country Home SXSW, ACL, F1",7323557,Katie,,78735,30.25314,-97.83253,Entire home/apt,499,2,38,5/26/2019,0.54,1,347,12,26,1.166666667
567,1369433,Cute 3/2 in Zilker,6333125,Cheasty,,78704,30.25751,-97.76552,Entire home/apt,750,2,9,10/15/2017,0.13,1,363,3,6,1
568,1388265,CHA CHA CHA!,739362,Barbara,,78757,30.33674,-97.74377,Entire home/apt,375,3,95,7/7/2019,1.47,6,268,1,94,93
570,1397983,"2/1, private, palms and cacti",7547072,Kathleen,,78704,30.25001,-97.79314,Entire home/apt,150,2,7,5/4/2019,0.12,1,354,1,6,5
571,1398635,The Crow cottage near UT & downtown-most walkable,7386854,Lindsey,,78705,30.30037,-97.74338,Entire home/apt,90,1,278,7/11/2019,3.94,1,299,43,235,4.465116279
572,1401705,! Private Austin Room 6 miles to Downtown,7567467,Chalu,,78752,30.32581,-97.68252,Private room,35,1,222,7/10/2019,3.08,7,90,36,186,4.166666667
